Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Date
First Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Art,7.152,3,0.2,0.7152,2021-07-27 14:32:49.138396880
Standard Class,Consumer,United States,Tallahassee,Florida,32303,South,Office Supplies,Paper,26.72,5,0.2,9.352,2021-07-27 16:19:09.924947464
Same Day,Corporate,United States,Riverside,California,92503,West,Technology,Phones,1039.728,2,0.2,90.9762,2021-07-27 18:05:30.711498048
Same Day,Corporate,United States,Riverside,California,92503,West,Office Supplies,Appliances,45.96,2,0.0,13.788,2021-07-27 19:51:51.498048640
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,456.588,2,0.7,-304.392,2021-07-27 21:38:12.284599224
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Technology,Machines,4499.985,5,0.7,-6599.978,2021-07-27 23:24:33.071149808
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Technology,Accessories,59.976,3,0.2,11.9952,2021-07-28 01:10:53.857700392
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,6.12,3,0.0,2.8764,2021-07-28 02:57:14.644250976
Standard Class,Home Office,United States,Moreno Valley,California,92553,West,Office Supplies,Appliances,10.98,1,0.0,2.9646,2021-07-28 04:43:35.430801560
Standard Class,Home Office,United States,Moreno Valley,California,92553,West,Office Supplies,Fasteners,7.86,3,0.0,3.6156,2021-07-28 06:29:56.217352152
Standard Class,Home Office,United States,Moreno Valley,California,92553,West,Office Supplies,Storage,51.45,3,0.0,13.8915,2021-07-28 08:16:17.003902736
Standard Class,Home Office,United States,Moreno Valley,California,92553,West,Office Supplies,Binders,37.056,3,0.2,13.896,2021-07-28 10:02:37.790453320
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Appliances,203.92,4,0.0,55.0584,2021-07-28 11:48:58.577003904
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Technology,Phones,29.56,4,0.0,7.9812,2021-07-28 13:35:19.363554488
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,8.568,3,0.8,-14.5656,2021-07-28 15:21:40.150105080
Second Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,45.248,2,0.2,3.9592,2021-07-28 17:08:00.936655664
Second Class,Corporate,United States,Charlotte,North Carolina,28205,South,Furniture,Tables,876.3,10,0.4,-292.1,2021-07-28 18:54:21.723206248
Second Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Supplies,185.376,2,0.2,-34.758,2021-07-28 20:40:42.509756832
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,25.06,2,0.0,11.7782,2021-07-28 22:27:03.296307416
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,2.89,1,0.8,-4.7685,2021-07-29 00:13:24.082858000
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Fasteners,7.896,3,0.2,2.4675,2021-07-29 01:59:44.869408592
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,22.608,3,0.6,-10.1736,2021-07-29 03:46:05.655959176
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,30.528,8,0.2,9.54,2021-07-29 05:32:26.442509760
Same Day,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,4.842,3,0.7,-3.3894,2021-07-29 07:18:47.229060344
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,1.8,5,0.8,-2.88,2021-07-29 09:05:08.015610928
First Class,Corporate,United States,Dallas,Texas,75217,Central,Technology,Accessories,39.984,2,0.2,-1.4994,2021-07-29 10:51:28.802161512
Second Class,Corporate,United States,Las Vegas,Nevada,89115,West,Office Supplies,Paper,32.4,5,0.0,15.876,2021-07-29 12:37:49.588712104
Second Class,Corporate,United States,Las Vegas,Nevada,89115,West,Office Supplies,Paper,97.88,2,0.0,48.94,2021-07-29 14:24:10.375262688
Standard Class,Consumer,United States,Amarillo,Texas,79109,Central,Technology,Phones,307.168,4,0.2,30.7168,2021-07-29 16:10:31.161813272
Standard Class,Corporate,United States,Middletown,Connecticut,6457,East,Office Supplies,Binders,26.9,5,0.0,13.181,2021-07-29 17:56:51.948363856
First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Envelopes,47.01,3,0.0,22.0947,2021-07-29 19:43:12.734914440
First Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,469.99,1,0.0,136.2971,2021-07-29 21:29:33.521465032
First Class,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs,207.846,3,0.1,2.3094,2021-07-29 23:15:54.308015616
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,324.744,3,0.2,-77.1267,2021-07-30 01:02:15.094566200
Second Class,Consumer,United States,Fresno,California,93727,West,Furniture,Furnishings,40.48,2,0.0,14.5728,2021-07-30 02:48:35.881116784
Standard Class,Home Office,United States,Franklin,Tennessee,37064,South,Office Supplies,Labels,12.0,4,0.2,4.2,2021-07-30 04:34:56.667667368
Standard Class,Home Office,United States,Franklin,Tennessee,37064,South,Office Supplies,Storage,720.064,4,0.2,-63.0056,2021-07-30 06:21:17.454217952
Standard Class,Home Office,United States,Franklin,Tennessee,37064,South,Office Supplies,Storage,25.424,1,0.2,-4.767,2021-07-30 08:07:38.240768544
Standard Class,Home Office,United States,Franklin,Tennessee,37064,South,Office Supplies,Art,2.816,2,0.2,0.3168,2021-07-30 09:53:59.027319128
Standard Class,Home Office,United States,Franklin,Tennessee,37064,South,Office Supplies,Binders,3.204,2,0.7,-2.5632,2021-07-30 11:40:19.813869712
Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Office Supplies,Binders,30.828,7,0.7,-24.6624,2021-07-30 13:26:40.600420296
Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Office Supplies,Art,47.616,3,0.2,5.952,2021-07-30 15:13:01.386970880
Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Technology,Phones,108.784,2,0.2,10.8784,2021-07-30 16:59:22.173521464
First Class,Consumer,United States,Clinton,Maryland,20735,East,Office Supplies,Paper,4.77,1,0.0,2.1465,2021-07-30 18:45:42.960072056
First Class,Consumer,United States,Clinton,Maryland,20735,East,Office Supplies,Art,7.98,3,0.0,2.0748,2021-07-30 20:32:03.746622640
First Class,Consumer,United States,Clinton,Maryland,20735,East,Furniture,Tables,550.431,3,0.3,-47.1798,2021-07-30 22:18:24.533173224
First Class,Consumer,United States,Clinton,Maryland,20735,East,Furniture,Furnishings,10.56,6,0.0,4.6464,2021-07-31 00:04:45.319723808
First Class,Home Office,United States,Los Angeles,California,90049,West,Furniture,Bookcases,1497.666,2,0.15,140.9568,2021-07-31 01:51:06.106274392
First Class,Home Office,United States,Los Angeles,California,90049,West,Technology,Phones,17.52,2,0.2,-3.504,2021-07-31 03:37:26.892824984
Second Class,Home Office,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Art,113.22,3,0.0,29.4372,2021-07-31 05:23:47.679375568
Second Class,Home Office,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Paper,35.88,6,0.0,17.5812,2021-07-31 07:10:08.465926152
Second Class,Home Office,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Binders,4535.976,3,0.2,1644.2913,2021-07-31 08:56:29.252476736
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Fasteners,11.84,8,0.0,5.6832,2021-07-31 10:42:50.039027320
Second Class,Home Office,United States,Cranston,Rhode Island,2920,East,Office Supplies,Storage,592.74,6,0.0,160.0398,2021-07-31 12:29:10.825577904
Second Class,Consumer,United States,Jackson,Tennessee,38301,South,Office Supplies,Storage,111.672,9,0.2,6.9795,2021-07-31 14:15:31.612128496
Standard Class,Home Office,United States,Newark,Delaware,19711,East,Office Supplies,Art,8.64,3,0.0,2.5056,2021-07-31 16:01:52.398679080
Standard Class,Home Office,United States,Newark,Delaware,19711,East,Technology,Accessories,149.97,3,0.0,52.4895,2021-07-31 17:48:13.185229664
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Chairs,232.88,5,0.2,17.466,2021-07-31 19:34:33.971780248
Standard Class,Corporate,United States,Rome,New York,13440,East,Furniture,Chairs,90.882,1,0.1,15.147,2021-07-31 21:20:54.758330832
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Technology,Phones,508.768,4,0.2,38.1576,2021-07-31 23:07:15.544881416
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Envelopes,9.912,3,0.2,3.2214,2021-08-01 00:53:36.331432008
Standard Class,Corporate,United States,San Diego,California,92105,West,Furniture,Chairs,63.936,3,0.2,6.3936,2021-08-01 02:39:57.117982592
Standard Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Art,59.52,3,0.0,15.4752,2021-08-01 04:26:17.904533176
Standard Class,Corporate,United States,San Diego,California,92105,West,Technology,Phones,311.976,3,0.2,38.997,2021-08-01 06:12:38.691083760
Standard Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Binders,50.352,3,0.2,17.6232,2021-08-01 07:58:59.477634344
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Technology,Phones,19.136,2,0.2,1.9136,2021-08-01 09:45:20.264184936
Standard Class,Home Office,United States,West Palm Beach,Florida,33407,South,Office Supplies,Art,13.12,5,0.2,2.132,2021-08-01 11:31:41.050735520
Second Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Tables,241.568,2,0.2,-15.098,2021-08-01 13:18:01.837286104
Second Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,479.92,2,0.2,41.993,2021-08-01 15:04:22.623836688
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,Chairs,307.136,4,0.2,-11.5176,2021-08-01 16:50:43.410387272
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Labels,12.6,2,0.0,5.796,2021-08-01 18:37:04.196937856
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Technology,Accessories,159.98,2,0.0,57.5928,2021-08-01 20:23:24.983488448
Standard Class,Consumer,United States,Des Moines,Iowa,50315,Central,Office Supplies,Envelopes,6.12,3,0.0,2.8764,2021-08-01 22:09:45.770039032
Standard Class,Consumer,United States,Des Moines,Iowa,50315,Central,Furniture,Tables,1184.72,4,0.0,106.6248,2021-08-01 23:56:06.556589616
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Appliances,45.96,2,0.0,13.788,2021-08-02 01:42:27.343140200
Second Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Binders,58.05,3,0.0,26.703,2021-08-02 03:28:48.129690784
Second Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Paper,71.28,11,0.0,34.2144,2021-08-02 05:15:08.916241368
Standard Class,Consumer,United States,Pharr,Texas,78577,Central,Furniture,Tables,124.404,4,0.3,-21.3264,2021-08-02 07:01:29.702791960
Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Paper,154.9,5,0.0,69.705,2021-08-02 08:47:50.489342544
Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Technology,Phones,1871.88,12,0.0,561.564,2021-08-02 10:34:11.275893128
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Furnishings,16.192,2,0.6,-6.8816,2021-08-02 12:20:32.062443712
Standard Class,Consumer,United States,Irving,Texas,75061,Central,Office Supplies,Storage,18.936,3,0.2,-3.7872,2021-08-02 14:06:52.848994296
Standard Class,Consumer,United States,Irving,Texas,75061,Central,Office Supplies,Storage,12.672,3,0.2,-3.168,2021-08-02 15:53:13.635544888
Standard Class,Consumer,United States,Irving,Texas,75061,Central,Office Supplies,Labels,5.04,2,0.2,1.764,2021-08-02 17:39:34.422095472
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,8.448,2,0.2,2.9568,2021-08-02 19:25:55.208646056
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,20.388,2,0.8,-53.0088,2021-08-02 21:12:15.995196640
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Paper,9.96,2,0.0,4.8804,2021-08-02 22:58:36.781747224
Standard Class,Consumer,United States,Hattiesburg,Mississippi,39401,South,Office Supplies,Appliances,320.64,4,0.0,89.7792,2021-08-03 00:44:57.568297808
Standard Class,Consumer,United States,Hattiesburg,Mississippi,39401,South,Technology,Accessories,52.0,4,0.0,23.4,2021-08-03 02:31:18.354848400
First Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,25.584,2,0.2,8.9544,2021-08-03 04:17:39.141398984
First Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,464.0,5,0.0,134.56,2021-08-03 06:03:59.927949568
First Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Appliances,235.95,3,0.0,77.8635,2021-08-03 07:50:20.714500152
First Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,39.96,4,0.0,17.982,2021-08-03 09:36:41.501050736
Standard Class,Consumer,United States,Cuyahoga Falls,Ohio,44221,East,Office Supplies,Binders,18.528,4,0.7,-12.352,2021-08-03 11:23:02.287601320
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,17.9,2,0.0,3.401,2021-08-03 13:09:23.074151912
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,81.96,2,0.0,0.0,2021-08-03 14:55:43.860702496
Second Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Storage,272.736,3,0.2,-64.7748,2021-08-03 16:42:04.647253080
Second Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Paper,18.496,4,0.2,6.7048,2021-08-03 18:28:25.433803664
Second Class,Consumer,United States,Mesa,Arizona,85204,West,Furniture,Chairs,441.92,2,0.2,49.716,2021-08-03 20:14:46.220354248
Second Class,Consumer,United States,Mesa,Arizona,85204,West,Furniture,Bookcases,127.764,6,0.7,-191.646,2021-08-03 22:01:07.006904840
Second Class,Home Office,United States,Salt Lake City,Utah,84106,West,Office Supplies,Paper,166.44,3,0.0,79.8912,2021-08-03 23:47:27.793455424
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,13.38,2,0.0,6.1548,2021-08-04 01:33:48.580006008
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Technology,Accessories,24.0,2,0.2,-2.7,2021-08-04 03:20:09.366556592
Standard Class,Corporate,United States,Lakewood,Ohio,44107,East,Office Supplies,Envelopes,24.448,4,0.2,8.8624,2021-08-04 05:06:30.153107176
Standard Class,Home Office,United States,Lake Forest,California,92630,West,Office Supplies,Labels,6.16,2,0.0,2.9568,2021-08-04 06:52:50.939657760
Standard Class,Home Office,United States,Lake Forest,California,92630,West,Furniture,Chairs,915.136,4,0.2,102.9528,2021-08-04 08:39:11.726208352
Standard Class,Home Office,United States,Lake Forest,California,92630,West,Office Supplies,Paper,8.56,2,0.0,3.852,2021-08-04 10:25:32.512758936
Standard Class,Home Office,United States,Lake Forest,California,92630,West,Office Supplies,Paper,97.82,2,0.0,45.9754,2021-08-04 12:11:53.299309520
Standard Class,Corporate,United States,Portland,Oregon,97206,West,Office Supplies,Paper,31.104,6,0.2,11.2752,2021-08-04 13:58:14.085860104
Standard Class,Corporate,United States,Portland,Oregon,97206,West,Office Supplies,Appliances,11.176,1,0.2,0.8382,2021-08-04 15:44:34.872410688
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Labels,5.04,2,0.2,1.764,2021-08-04 17:30:55.658961272
Second Class,Home Office,United States,Aurora,Illinois,60505,Central,Furniture,Furnishings,242.176,4,0.6,-302.72,2021-08-04 19:17:16.445511864
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Tables,337.176,2,0.4,-118.0116,2021-08-04 21:03:37.232062448
Second Class,Consumer,United States,Thornton,Colorado,80229,West,Office Supplies,Art,13.344,6,0.2,1.0008,2021-08-04 22:49:58.018613032
Second Class,Consumer,United States,Thornton,Colorado,80229,West,Technology,Accessories,76.752,6,0.2,10.5534,2021-08-05 00:36:18.805163616
Second Class,Consumer,United States,Thornton,Colorado,80229,West,Technology,Accessories,102.336,8,0.2,14.0712,2021-08-05 02:22:39.591714200
Second Class,Consumer,United States,Thornton,Colorado,80229,West,Office Supplies,Paper,10.32,2,0.2,3.741,2021-08-05 04:09:00.378264792
Second Class,Consumer,United States,Thornton,Colorado,80229,West,Office Supplies,Supplies,47.32,7,0.2,5.915,2021-08-05 05:55:21.164815376
Second Class,Consumer,United States,Thornton,Colorado,80229,West,Furniture,Furnishings,23.376,3,0.2,7.0128,2021-08-05 07:41:41.951365960
Second Class,Consumer,United States,Thornton,Colorado,80229,West,Furniture,Furnishings,16.72,5,0.2,3.344,2021-08-05 09:28:02.737916544
Second Class,Consumer,United States,Thornton,Colorado,80229,West,Furniture,Furnishings,16.192,1,0.2,4.6552,2021-08-05 11:14:23.524467128
Standard Class,Consumer,United States,Davis,California,95616,West,Office Supplies,Paper,32.4,5,0.0,15.552,2021-08-05 13:00:44.311017712
Standard Class,Consumer,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Art,19.89,9,0.0,5.3703,2021-08-05 14:47:05.097568304
